"Account Name","Industry","Website","Company Linkedin URL","Billing Country","Billing State/Province","Billing City"
"Zeledyne","Architecture & Engineering","www.zeledyne.com","","United States","Michigan","Allen Park"
"MJMA Architecture & Design","Architecture & Engineering","www.mjma.ca","","Canada","Ontario","Toronto"
"KMA Design Studio","Architecture & Engineering","https://www.kma-studio.com","https://www.linkedin.com/company/kma-design-studio","United States","Pennsylvania",""
"Luci Creative","Architecture & Engineering","http://www.lucicreative.com","","United States","Illinois","Chicago"
"SGA (Boston | New York)","Architecture & Engineering","https://sga-arch.com","http://www.linkedin.com/company/sga-boston-new-york","United States","Massachusetts","Boston"
"Ezra Lee Design + Build","Architecture & Engineering","www.ezralee.com","http://www.linkedin.com/company/ezra-lee-design-build","United States","Utah","Alpine"
"DSGW Architecture","Architecture & Engineering","dsgw.com","http://www.linkedin.com/company/dsgw-architects","United States","Minnesota","Duluth"
"AKS Engineering & Forestry","Architecture & Engineering","www.aks-eng.com","","United States","Oregon","Keizer"
"Hewitt Architects","Architecture & Engineering","hewittseattle.com","http://www.linkedin.com/company/hewitt","United States","Washington","Seattle"
"Heintges Consulting Architects & Engineers","Architecture & Engineering","http://www.heintges.com","http://www.linkedin.com/company/heintgesconsulting","United States","New York","New York"
"Skidmore, Owings & Merrill (SOM)","Architecture & Engineering","http://www.som.com","http://www.linkedin.com/company/skidmoreowingsmerrill","United States","New York","New York"
"Cross Architects, PLLC","Architecture & Engineering","http://www.crossarchitects.com","http://www.linkedin.com/company/cross-architects","United States","Texas","Allen"
"KW Landscape Architects","Architecture & Engineering","http://www.kwtexas.com","http://www.linkedin.com/company/kwlandscape","United States","Massachusetts","Newton"
"Claycomb Associates, Architects","Architecture & Engineering","https://www.claycomb.net","https://www.linkedin.com/company/claycomb-architects","United States","Texas","Dallas"
"William Rawn Associates, Architects, Inc.","Architecture & Engineering","http://www.rawnarch.com","http://www.linkedin.com/company/william-rawn-associates-architects","United States","Massachusetts","Somerville"
"JRMA Architects | Engineers","Architecture & Engineering","http://www.jrma.com","http://www.linkedin.com/company/j-r-miller-&-associates-inc-","United States","California","Brea"
"The Behavioural Architects","Architecture & Engineering","http://www.thebearchitects.com","http://www.linkedin.com/company/the-behavioural-architects","United Kingdom","England","London"
"BBS Architects, Landscape Architects and Engineers","Architecture & Engineering","https://www.bbsarch.com","https://www.linkedin.com/company/bbs-architects-landscape-architects-and-engineers-pc","United States","New York","Patchogue"
"MP Engineers + Architects","Architecture & Engineering","http://www.mpengs.com","http://www.linkedin.com/company/mp-engineers-architects","United States","New York","New York"
"Centerbrook Architects and Planners","Architecture & Engineering","http://www.centerbrook.com","http://www.linkedin.com/company/centerbrook","United States","Connecticut","Essex"
"ARCHITECTS DESIGN GROUP | Public Safety Architects","Architecture & Engineering","http://www.adgusa.org","http://www.linkedin.com/company/architects-design-group","United States","Florida","Venice"
"JWA, Jin & Woo Architects, ê±´ì¶?ì?¬ì?¬ë¬´ì?? ì ?ì´ë?ë¸?ì? ","Architecture & Engineering","http://www.jwaarchitecture.com","http://www.linkedin.com/company/jwaarchitecture","South Korea","","Seoul"
"HHCP Architects an Orcutt | Winslow Company","Architecture & Engineering","https://www.hhcp.com","https://www.linkedin.com/company/hhcp-architects","United States","Florida","Orlando"
"Hansgrohe North America","Architecture & Engineering","http://www.hansgrohe-usa.com","http://www.linkedin.com/company/hansgrohe-north-america","United States","Georgia","Alpharetta"
"JKMM Architects","Architecture & Engineering","http://www.jkmm.fi","http://www.linkedin.com/company/jkmm-architects","Finland","Uusimaa","Helsinki"
"Archi-Union Architects","Architecture & Engineering","http://www.archi-union.com","http://www.linkedin.com/company/archi-union-architects","China","Shanghai Shi",""
"Howard L. Zimmerman Architects & Engineers, D.P.C.","Architecture & Engineering","http://www.hlzimmerman.com","http://www.linkedin.com/company/howard-l-zimmerman-architects","United States","New York","New York"
"GANSAM Architects & Partners","Architecture & Engineering","http://www.gansam.co.kr","http://www.linkedin.com/company/gansam-architects-&-partners","South Korea","",""
"TCA Architects","Architecture & Engineering","http://www.tca-arch.com","http://www.linkedin.com/company/tcaarchitectsinc","United States","California","Irvine"
"Grace Hebert Curtis Architects","Architecture & Engineering","https://www.ghc-arch.com","https://www.linkedin.com/company/gracehebertcurtis-architects-apac","United States","Louisiana","Baton Rouge"
"Rafael ViÃ±oly Architects","Architecture & Engineering","http://www.rvapc.com","http://www.linkedin.com/company/rafael-vinoly-architects","United States","New York","New York"
"Architectsâ?? Journal","Architecture & Engineering","http://www.architectsjournal.co.uk","http://www.linkedin.com/company/thearchitectsjournal","United Kingdom","England","London"
"Sheehan Nagle Hartray Architects, a Woolpert Company","Architecture & Engineering","http://www.snh-a.com","http://www.linkedin.com/company/sheehan-nagle-hartray-architects","United States","Illinois","Chicago"
"L35 Architects","Architecture & Engineering","http://www.l35.com","http://www.linkedin.com/company/l35-arquitectos","Spain","Catalonia","Barcelona"
"BASE4 - Architects, Engineers, Designers","Architecture & Engineering","https://www.base-4.com","https://www.linkedin.com/company/base-4-international","United States","Florida","Boca Raton"
"Interplan LLC - Nationwide Development Architects and Engineers","Architecture & Engineering","http://www.interplanllc.com","http://www.linkedin.com/company/interplan","United States","Florida","Altamonte Springs"
"CVG","Architecture & Engineering","http://www.charrettevg.com","http://www.linkedin.com/company/charrettevg","United States","Iowa","Grinnell"
"VK architects+engineers, part of Sweco","Architecture & Engineering","http://www.vk-architects-engineers.com","http://www.linkedin.com/company/vk-architects-engineers-part-of-sweco","Belgium","Brussels","Saint-Gilles"
"Wilson & Company Inc","Architecture & Engineering","http://www.wilsonco.com","http://www.linkedin.com/company/wilson-&-company-inc--engineers-and-architects","United States","New Mexico","Albuquerque"
"David Chipperfield Architects","Architecture & Engineering","www.davidchipperfield.com","http://www.linkedin.com/company/david-chipperfield-architects","United Kingdom","Greater London","London"
"The Facility Group","Architecture & Engineering","www.fdgatlanta.com","http://www.linkedin.com/company/facility-group","United States","Georgia","Newnan"
"Tensar, a division of CMC","Architecture & Engineering","www.tensarcorp.com","","United States","Georgia","Alpharetta"
"Dawood","Architecture & Engineering","www.dawood.net","http://www.linkedin.com/company/dawoodengineers","United States","Pennsylvania","Harrisburg"
"Practice (formerly GGA+)","Architecture & Engineering","practicela.com","http://www.linkedin.com/company/practicelosangeles","","California","Pasadena"
"RIZZO International, Inc.","Architecture & Engineering","www.rizzointl.com","","United States","Pennsylvania","Pittsburgh"
"Bohlin Cywinski Jacks","Architecture & Engineering","bcj.com","http://www.linkedin.com/company/bohlin-cywinski-jackson","","Pennsylvania","Wilkes-Barre"
"Herbert, Rowland & Grubic, Inc. - HRG","Architecture & Engineering","www.hrg-inc.com","","United States","Pennsylvania","Harrisburg"
"Elkus Manfredi Architects","Architecture & Engineering","www.elkus-manfredi.com","","United States","Massachusetts","Boston"
"EwingCole","Architecture & Engineering","https://www.ewingcole.com","https://www.linkedin.com/company/ewingcole","United States","Pennsylvania",""
"Rafael Viñoly Architects","Architecture & Engineering","https://www.rvapc.com","https://www.linkedin.com/company/rafael-vinoly-architects","United States","New York",""
"Hatch Mott MacDonald","Architecture & Engineering","www.hatchmott.com","","United States","New Jersey","Millburn"
"QT","Architecture & Engineering","www.qt-az.com","http://www.linkedin.com/company/national-certified-testing-laboratories-inc-","United States","Pennsylvania","York"
"Rush Commercial Construction","Architecture & Engineering","www.therushcompanies.com","","United States","Washington","Gig Harbor"
"MN Custom Homes","Architecture & Engineering","www.mncustom.com","","United States","Washington","Bellevue"
"SACYR USA & CANADA","Architecture & Engineering","www.sacyr.com","","Spain","Madrid","Madrid"
"England-Thims & Miller, Inc.","Architecture & Engineering","www.etminc.com","","United States","Florida","Gainesville"
"Furtado & Associates","Architecture & Engineering","www.furtadoassociates.com","http://www.linkedin.com/company/lin-&-associates-inc-","United States","Washington","Seattle"
"PADT","Architecture & Engineering","www.padtinc.com","http://www.linkedin.com/company/padt-inc","United States","Arizona","Tempe"
"Ref","Architecture & Engineering","ref.global","http://www.linkedin.com/company/ref-global","United States","Delaware","Wilmington"
"ACEC - Headquarters","Architecture & Engineering","acec.org","http://www.linkedin.com/company/acecnational","","District of Columbia","Washington"
"Ultra Maritime","Architecture & Engineering","umaritime.com","","United States","Massachusetts","Braintree"
"Provencher Roy","Architecture & Engineering","www.provencherroy.ca","","Canada","Quebec","Montreal"
"Laporte Consultants","Architecture & Engineering","www.laporteconsultants.com","http://www.linkedin.com/company/laporteconsultants","Canada","Quebec","Montreal"
"Q4 Architects Inc.","Architecture & Engineering","www.q4architects.com","","Canada","Ontario","Toronto"
"Next Structural Integrity","Architecture & Engineering","www.nextsi.com","http://www.linkedin.com/company/nextsi","Canada","Ontario","Burlington"
"Next Structural Integrity Inc.","Architecture & Engineering","www.nextsi.com","","Canada","Ontario","Burlington"
"ECC Exteriors","Architecture & Engineering","executivecoatings.com","http://www.linkedin.com/company/ecc-exteriors","","Colorado","Centennial"
"Howell Engineering, Surveying and Environmental","Architecture & Engineering","www.knowhowell.com","http://www.linkedin.com/company/howell-engineering-surveying-environmental","United States","Pennsylvania","West Chester"
"Evidera","Architecture & Engineering","evidera.com","","United States","Maryland","Bethesda"
"ZE Power Engineering","Architecture & Engineering","www.zepowerengineering.com","http://www.linkedin.com/company/ze-power-engineering","Canada","British Columbia","Richmond"
"Summit Line Construction","Architecture & Engineering","www.summitlineconstruction.com","http://www.linkedin.com/company/summit-line-construction","United States","Utah","Heber City"
"USA SHADE","Architecture & Engineering","https://www.usa-shade.com","https://www.linkedin.com/company/usa-shade-&-fabric-structures-inc-","United States","Texas","Coppell"
"LJA","Architecture & Engineering","https://www.lja.com/contact-us/#lja-locations","https://www.linkedin.com/company/lja-engineering-inc/","United States","Texas","Houston"
"Away Digital","Architecture & Engineering","http://www.awaydigital.com","","Australia","Victoria",""
"Langan Engineering & Environmental Services","Architecture & Engineering","www.langan.com","","United States","New Jersey","Parsippany"
"Placer.ai","Architecture & Engineering","www.placer.ai","","United States","California","Covina"
"Engineering Link","Architecture & Engineering","www.engineeringlink.ca","http://www.linkedin.com/company/engineering-link-incorporated","Canada","Ontario","Toronto"
"Premier Construction Software","Architecture & Engineering","www.premiercs.com","https://www.linkedin.com/company/premiercs/people/","Canada","Ontario","Markham"
"ENTECH","Architecture & Engineering","entech.nyc","http://www.linkedin.com/company/entech-engineering-pc","","New York","New York"
"Lehrer Architects","Architecture & Engineering","www.lehrerarchitects.com","","United States","California","Los Angeles"
"H+w Engineering","Architecture & Engineering","www.hwengr.com","http://www.linkedin.com/company/hwengineering","United States","California","El Cajon"
"Pelli Clarke & Partners","Architecture & Engineering","www.pcparch.com","","United States","Connecticut","New Haven"
"WBRC Inc.","Architecture & Engineering","https://www.wbrcinc.com","https://www.linkedin.com/company/wbrcinc","United States","Maine","Birmingham"
"Hoyle, Tanner & Associates, Inc.","Architecture & Engineering","www.hoyletanner.com","","United States","New Hampshire","Manchester"
"Triad Engineering, Inc.","Architecture & Engineering","www.triadeng.com","","United States","West Virginia","Morgantown"
"EYP Architecture & Engineering","Architecture & Engineering","www.eypae.com","","United States","New York","Albany"
"Hana Engineers & Consultants","Architecture & Engineering","www.hanaengineers.com","http://www.linkedin.com/company/hana-engineers-&-consultants-llc","United States","Virginia","Richmond"
"Infinity Mep Consultants","Architecture & Engineering","www.infinitymep.com","http://www.linkedin.com/company/infinity-meps-consultants","United States","Texas","Houston"
"Drill Tech Drilling & Shoring","Architecture & Engineering","www.drilltechdrilling.com","http://www.linkedin.com/company/drill-tech-drilling-and-shoring","United States","California","Antioch"
"TechServ","Architecture & Engineering","www.techserv.com","http://www.linkedin.com/company/techserv-consulting-&-training-ltd.","United States","Texas","Tyler"
"GM2 Associates, Inc.","Architecture & Engineering","www.gm2inc.com","","United States","Connecticut","Glastonbury"
"DORE + WHITTIER","Architecture & Engineering","https://www.doreandwhittier.com","https://www.linkedin.com/company/dore-&-whittier-architects","United States","Vermont",""
"Group of Architects","Architecture & Engineering","www.goa.com.cn","http://www.linkedin.com/company/goa-group-of-architects","China","Zhejiang","Hangzhou"
"Present Company Baltimore","Architecture & Engineering","presentcompany.ltd","http://www.linkedin.com/company/present-company-baltimore","","Maryland","Baltimore"
"McLaren, a Division of KCI","Architecture & Engineering","www.kci.com","","United States","Maryland","Sparks"
"Akela Engineering & Consulting","Architecture & Engineering","www.akelaeng.com","http://www.linkedin.com/company/akelaeng","United States","California","San Diego"
"Koury Engineering & Testing, Inc.","Architecture & Engineering","www.kouryengineering.com","","United States","California","Chino"
"Penfield & Smith","Architecture & Engineering","www.penfieldsmith.com","http://www.linkedin.com/company/penfield-&-smith","United States","California","Santa Barbara"
"HDR | WRECO","Architecture & Engineering","www.wreco.com","","United States","California","Walnut Creek"
"Stoeppelwerth & Associates Inc.","Architecture & Engineering","www.stoeppelwerth.com","","United States","Indiana","Fishers"
"Board & Vellum","Architecture & Engineering","www.boardandvellum.com","","United States","Washington","Seattle"
"Swenson Say Faget","Architecture & Engineering","www.ssfengineers.com","","United States","Washington","Seattle"
"JTL | Prime AE","Architecture & Engineering","www.primeeng.com","","United States","Maryland","Catonsville"
"Reconstruct","Architecture & Engineering","www.reconstructinc.com","http://www.linkedin.com/company/reconstruct-inc.","United States","California","Menlo Park"
"The Quality Firm","Architecture & Engineering","www.thequalityfirm.com","http://www.linkedin.com/company/the-quality-firm","United States","California","Signal Hill"
"McKim & Creed, Inc.","Architecture & Engineering","www.mckimcreed.com","","United States","North Carolina","Raleigh"
"Reeves Construction Company","Architecture & Engineering","www.reevescc.com","","United States","South Carolina","Duncan"
"Reeves Construction","Architecture & Engineering","www.reevescc.com","http://www.linkedin.com/company/reeves-construction-company","United States","South Carolina","Duncan"
"Anderson Engineering of MN","Architecture & Engineering","ae-mn.com","http://www.linkedin.com/company/anderson-engineering-of-mn-llc","","Minnesota","Plymouth"
"Bunnell Lammons Engineering","Architecture & Engineering","www.blecorp.com","http://www.linkedin.com/company/bunnell-lammons-engineering-inc.","United States","South Carolina","Greenville"
"GRW | engineering | architecture | geospatial","Architecture & Engineering","www.architectureinc.com","","United States","South Dakota","Sioux Falls"
"TTL, Inc.","Architecture & Engineering","www.ttlusa.com","","United States","Alabama","Tuscaloosa"
"Rice Engineering, Inc.","Architecture & Engineering","www.rice-inc.com","","United States","Wisconsin","Luxemburg"
"Wold | HFR Design","Architecture & Engineering","www.woldae.com","","United States","Minnesota","Saint Paul"
"Paschal Solutions","Architecture & Engineering","www.paschalsolutions.com","http://www.linkedin.com/company/paschal-solutions-inc-","United States","Tennessee","Oak Ridge"
"ZFA Structural Engineers","Architecture & Engineering","www.zfa.com","","United States","California","San Francisco"
"Anvil Corporation","Architecture & Engineering","www.anvilcorp.com","","United States","Washington","Bellingham"
"HVJ Associates®","Architecture & Engineering","www.hvj.com","","United States","Texas","Houston"
"ADA Architects Sdn Bhd","Architecture & Engineering","https://adaarchitects.com","http://www.linkedin.com/company/ada-architects-inc","United States","Ohio","Cleveland"
"Qualus","Architecture & Engineering","https://qualuscorp.com","http://www.linkedin.com/company/qualus","United States","Florida","Lake Mary"
"MJM Architects","Architecture & Engineering","https://mjmarch.com","http://www.linkedin.com/company/mjmarch","United States","Tennessee","Nashville"
"Acelab","Architecture & Engineering","https://acelabusa.com","http://www.linkedin.com/company/acelab","United States","New York","Brooklyn"
"GAI Consultants, Inc.","Architecture & Engineering","www.gaiconsultants.com","","United States","Pennsylvania","Homestead"
"SAI Consulting Engineers, Inc.","Architecture & Engineering","www.saiengr.com","","United States","Pennsylvania","Pittsburgh"
"Platform.sh","Architecture & Engineering","www.platform.sh","http://www.linkedin.com/company/platform.sh-limited","France","Ile-de-France","Paris"
"TVS","Architecture & Engineering","https://www.tvsdesign.com","https://www.linkedin.com/company/tvsdesign","United States","Georgia","Orinda"
"Tensar International GmbH","Architecture & Engineering","www.tensarcorp.com","","United States","Georgia","Alpharetta"
"dwell design studio, llc","Architecture & Engineering","www.dwelldesignstudio.com","","United States","Georgia","Atlanta"
"Concentric Integration","Architecture & Engineering","https://goconcentric.com/","","United States","Illinois","Crystal Lake"
"EDSA, Inc.","Architecture & Engineering","https://www.edsaplan.com","https://www.linkedin.com/company/edsaplan","United States","Florida",""
"Bermello Ajamil, a Woolpert Company","Architecture & Engineering","https://www.bermelloajamil.com","https://www.linkedin.com/company/bermelloajamil","United States","Florida",""
"Agha Engineering","Architecture & Engineering","www.aghaengineering.com","http://www.linkedin.com/company/agha-engineering-llc","United States","Texas","Houston"
"Philip Johnson John Burgee Architects","Architecture & Engineering","www.pjar.com","http://www.linkedin.com/company/philip-johnson-john-burgee-architects","United States","New York","New York City"
"Urban Design Forum","Architecture & Engineering","https://urbandesignforum.org","http://www.linkedin.com/company/urban-design-forum","United States","New York","New York City"
"Team Lead","Architecture & Engineering","https://teamlead.us","http://www.linkedin.com/company/team-lead-us","United States","",""
"Eng-Wong, Taub & Associates","Architecture & Engineering","www.vhb.com","http://www.linkedin.com/company/eng-wong-taub-&-associates","United States","Massachusetts","Watertown"
"CODE, LLC","Architecture & Engineering","https://codenyc.com","http://www.linkedin.com/company/code","United States","New York","New York City"
"Efterklang","Architecture & Engineering","https://efterklang.org","http://www.linkedin.com/company/sound-and-vibration-at-af","Sweden","",""
"MDesign","Architecture & Engineering","https://mdproje.com","http://www.linkedin.com/company/mdesign","Turkey","Ankara","Cankaya"
"MK Associates","Architecture & Engineering","https://mk-assoc.com","http://www.linkedin.com/company/mk-associates","Jordan","","Amman"
"WLA","Architecture & Engineering","www.wlainvestments.com","http://www.linkedin.com/company/wla","United States","California","Newport Beach"
"SB Associates","Architecture & Engineering","https://sbassociates.org.in","http://www.linkedin.com/company/sbassociates","India","Tamil Nadu","Nungambakkam High Road"
"PLP Architecture","Architecture & Engineering","https://plparchitecture.com","http://www.linkedin.com/company/plp-architecture","United Kingdom","Greater London","London"
"Winzler & Kelly","Architecture & Engineering","w-and-k.com","http://www.linkedin.com/company/winzler-&-kelly","United States","California","Santa Rosa"
"Anshen + Allen","Architecture & Engineering","https://anshen.com","http://www.linkedin.com/company/anshen---allen","United States","California",""
"TSK Architects","Architecture & Engineering","https://tska.com","http://www.linkedin.com/company/tskarchitects","United States","Nevada","Henderson"
"Axiom Architects LLP","Architecture & Engineering","https://axiomarchitects.co.uk","http://www.linkedin.com/company/axiom-architects-llp","United Kingdom","East sussex","Lewes"
"Ellerbe Becket","Architecture & Engineering","https://ellerbebecket.com","http://www.linkedin.com/company/ellerbe-becket","United States","Minnesota","Minneapolis"
"TECHNE Architecture & Development Inc","Architecture & Engineering","https://techne-us.com","http://www.linkedin.com/company/techne","United States","California","San Diego"
"sixteen5hundred","Architecture & Engineering","https://16500.com","http://www.linkedin.com/company/sixteen5hundred","United States","California","Emeryville"
"McCormick Taylor, Inc.","Architecture & Engineering","www.mccormicktaylor.com","","United States","Pennsylvania","Philadelphia"
"Precis Engineering + Architecture","Architecture & Engineering","https://precisengineering.com","http://www.linkedin.com/company/precis-engineering-architecture","United States","Pennsylvania",""
"IA Interior Architects","Architecture & Engineering","www.interiorarchitects.com","","United States","California","San Francisco"
"EDG Interior Architecture + Design","Architecture & Engineering","www.edg.net","","United States","Louisiana","Metairie"
"Holman","Architecture & Engineering","www.weareholman.com","http://www.linkedin.com/company/holman","Canada","Ontario","North York"
"Design Design","Architecture & Engineering","https://designdesign.us","http://www.linkedin.com/company/design-design","United States","Michigan","Grand Rapids"
"Patel, Greene & Associates, LLC (PGA)","Architecture & Engineering","www.patelgreene.com","","United States","Florida","Bartow"
"Interplan LLC - National Architects & Engineers","Architecture & Engineering","https://www.interplanllc.com","https://www.linkedin.com/company/interplan","United States","Florida",""
"Kobi Karp Architecture & Interior Design","Architecture & Engineering","https://www.kobikarp.com","https://www.linkedin.com/company/kobi-karp-architecture-interior-design","United States","Florida",""
"Total Solutions Group","Architecture & Engineering","www.mytsghome.com","http://www.linkedin.com/company/mytsghome","United States","Florida","Maitland"
"NV5 Infrastructure Florida","Architecture & Engineering","chw-inc.com","","United States","Florida","Alachua"
"Bessolo Design Group, Inc.","Architecture & Engineering","www.bessolo.com","","United States","Florida","Saint Petersburg"
"International Living Future Institute","Architecture & Engineering","https://living-future.org","http://www.linkedin.com/company/livingfuture","United States","Washington","Seattle"
"Azar Design Co","Architecture & Engineering","https://azardzn.com","http://www.linkedin.com/company/azardznco","United States","New York","Buffalo"
"O'Neill & Company","Architecture & Engineering","www.oneill.com","","United States","California","Irvine"
"Path Robotics","Architecture & Engineering","www.path-robotics.com","","United States","Ohio","Columbus"
"Uni-Systems, LLC","Architecture & Engineering","https://uni-systems.com","http://www.linkedin.com/company/uni-systems","United States","Minnesota","Minneapolis"
"X-nth","Architecture & Engineering","https://x-nth.com","http://www.linkedin.com/company/x-nth","United States","California","San Diego"
"Delta Engineers, Architects, & Surveyors","Architecture & Engineering","https://delta-eas.com","http://www.linkedin.com/company/delta-engineers-architects-&-land-surveyors-pc","United States","New York","Endwell"
"Innovation Glass LLC","Architecture & Engineering","https://innovationglass.com","http://www.linkedin.com/company/innovation-glass-llc","United States","New York","Tivoli"
"Regional Plan Association","Architecture & Engineering","https://rpa.org","http://www.linkedin.com/company/regional-plan-association","United States","New York","New York City"
"Wausau Homes","Architecture & Engineering","https://wausauhomes.com","http://www.linkedin.com/company/wausau-homes","United States","Wisconsin","Minocqua"
"International Association of Lighting Designers (IALD)","Architecture & Engineering","https://iald.org","http://www.linkedin.com/company/international-association-of-lighting-designers","United States","Illinois","Chicago"
"ccrd partners (now WSP USA)","Architecture & Engineering","https://wspinspectionservices.com","http://www.linkedin.com/company/ccrd-partners","United States","Virginia","Winchester"
"DBI","Architecture & Engineering","https://dbi.com.au","http://www.linkedin.com/company/dbi-design","Australia","Queensland","Brisbane"
"Barge, Waggoner, Sumner and Cannon, Inc.","Architecture & Engineering","https://bargewaggoner.com","http://www.linkedin.com/company/barge-waggoner-sumner-and-cannon-inc-","United States","Georgia","Columbus"
"Nevada Joint Union High School District","Architecture & Engineering","https://njuhsd.com","http://www.linkedin.com/company/nevada-joint-union-high-school-district","United States","California","Grass Valley"
"EDAW","Architecture & Engineering","www.ecaw.org","http://www.linkedin.com/company/edaw","United States","California","San Francisco"
"Hyphen","Architecture & Engineering","https://hyphen.archi","http://www.linkedin.com/company/hyphenarchi","Germany","Berlin","Berlin"
"Technical School","Architecture & Engineering","https://kctcs.edu","http://www.linkedin.com/company/technical-school","United States","Kentucky","Versailles"
"Philadelphia Energy Solutions, LLC","Architecture & Engineering","https://pes-companies.com","http://www.linkedin.com/company/philadelphia-energy-solutions-llc","United States","Pennsylvania","Philadelphia"
"BMI","Architecture & Engineering","https://bmi.com","http://www.linkedin.com/company/bmi-ingenierie","United States","New York","New York City"
"Hanson Associates","Architecture & Engineering","https://hansonassoc.com","http://www.linkedin.com/company/hanson-associates","United States","California","Tustin"
"Coakley Brothers & Brothers Interiors (Design, Furniture, Construction, Installation, Moving)","Architecture & Engineering","https://brothersinteriors.com","http://www.linkedin.com/company/brothers-business-interiors","United States","Wisconsin","Milwaukee"
"LRK","Architecture & Engineering","https://lrk.com","http://www.linkedin.com/company/lrkinc","United States","Tennessee",""
"Montgomery Village Foundation","Architecture & Engineering","https://montgomeryvillage.com","http://www.linkedin.com/company/montvillagemd","United States","Maryland","Montgomery Village"
"The Mannik & Smith Group, Inc.","Architecture & Engineering","https://manniksmithgroup.com","http://www.linkedin.com/company/the-mannik-&-smith-group-inc-","United States","Michigan","Canton"
"Bespoke Careers","Architecture & Engineering","https://bespokecareers.com","http://www.linkedin.com/company/bespoke-career-management","United Kingdom","Greater London","London"
"Blue Cottage of CannonDesign","Architecture & Engineering","https://www.bluecottage.com","https://www.linkedin.com/company/blue-cottage-consulting-inc-","United States","Michigan",""
"EYP","Architecture & Engineering","https://eypae.com","http://www.linkedin.com/company/eyp-architecture-engineering","United States","New York","Albany"
"Draper, Inc.","Architecture & Engineering","https://draperinc.com","http://www.linkedin.com/company/draper-inc.","United States","Indiana","Spiceland"
"Modulex Group","Architecture & Engineering","https://modulex.com","http://www.linkedin.com/company/modulex-as","United States","South Carolina","Fort Mill"
"Delaware Tribe","Architecture & Engineering","https://delawaretribe.org","http://www.linkedin.com/company/delaware-tribe","United States","Kansas","Caney"
"Huatan","Architecture & Engineering","https://huatan.com.mx","http://www.linkedin.com/company/huatan","Mexico","",""
"GARDE","Architecture & Engineering","https://garde-intl.com","http://www.linkedin.com/company/garde-usp","Japan","Osaka","Nishishinsaibashi"
"DHA","Architecture & Engineering","davidhoffmanarchitect.com","http://www.linkedin.com/company/dha","United States","California","Los Angeles"
"ASI | Signage Innovations","Architecture & Engineering","https://asisignage.com","http://www.linkedin.com/company/asi-signage-innovations","United States","Texas","Irving"
"SGH Concepts","Architecture & Engineering","https://sghconcepts.com","http://www.linkedin.com/company/sghconcepts","United States","Nebraska","Omaha"
"15000 INCORPORATED","Architecture & Engineering","https://15000inc.com","http://www.linkedin.com/company/15000-incorporated","United States","California","Rohnert Park"
"National Solutions","Architecture & Engineering","https://nationalsolutions.com","http://www.linkedin.com/company/nationalsolutions","United States","Arkansas","North Little Rock"
"INBO","Architecture & Engineering","https://inbo.com","http://www.linkedin.com/company/inbo","Netherlands","North Holland","Amsterdam"
"Dixie Metal Products, Inc.","Architecture & Engineering","https://dixiemetals.com","http://www.linkedin.com/company/dixie-metal-products-inc-","United States","Florida","Ocala"
"Monastery","Architecture & Engineering","https://monasterymade.com","http://www.linkedin.com/company/monastery","United States","Arizona","Phoenix"
"NOMA","Architecture & Engineering","https://noma.net","http://www.linkedin.com/company/noma-net","United States","District of Columbia","Washington"
"Pawling Corporation","Architecture & Engineering","https://pawling.com","http://www.linkedin.com/company/pawling-corporation","United States","New York",""
"AB Consultants, Inc. [AB]","Architecture & Engineering","https://abconsultantsinc.com","http://www.linkedin.com/company/ab-consultants-inc.-lanham-baltimore-la-plata---md-","United States","Maryland","Lanham"
"CHA Consulting, Inc.","Architecture & Engineering","https://chasolutions.com","http://www.linkedin.com/company/chasolutions","United States","New York","Albany"
"GREENHILL","Architecture & Engineering","https://greenhillaustralia.com.au","http://www.linkedin.com/company/greenhill-au","Australia","South Australia","Dulwich"
"Architectural Lighting Alliance (ALA)","Architecture & Engineering","https://alatx.com","http://www.linkedin.com/company/architectural-lighting-alliance","United States","Texas","Dallas"
"Uni-Systems Engineering","Architecture & Engineering","https://uni-engineer.com","http://www.linkedin.com/company/uni-systems-engineering","United States","Minnesota","Minneapolis"
"HKS, Inc.","Architecture & Engineering","https://hksinc.com","http://www.linkedin.com/company/hks","United States","Texas","Dallas"
"Diversified Group","Architecture & Engineering","https://diversified-group.com","http://www.linkedin.com/company/diversified-group-inc","United States","Texas","El Paso"
"DSP Design Associates","Architecture & Engineering","https://dspdesign.co","http://www.linkedin.com/company/dsp-design-associates-pvt-ltd-","","",""
"Bright Sheet Metal Co","Architecture & Engineering","https://brightsheetmetal.com","http://www.linkedin.com/company/bright-sheet-metal-co","United States","Indiana","Indianapolis"
"Power & Lighting Systems, Inc.","Architecture & Engineering","https://p-ls.com","http://www.linkedin.com/company/power-&-lighting-systems","United States","Florida","Miami"
"Design Forum","Architecture & Engineering","https://designforumgallery.com","http://www.linkedin.com/company/design-forum","United States","Connecticut","Farmington"
"PMM","Architecture & Engineering","https://pmmaus.com.au","http://www.linkedin.com/company/pmm","Australia","Western Australia","Welshpool"
"HOK","Architecture & Engineering","https://hok.com","http://www.linkedin.com/company/hok","United States","Missouri","St. Louis"
"Arrow Sign Company","Architecture & Engineering","https://arrowsigncompany.com","http://www.linkedin.com/company/arrow-sign-company","United States","California","Oakland"
"Pierre Yovanovitch","Architecture & Engineering","https://pierreyovanovitch.com","http://www.linkedin.com/company/pierre-yovanovitch","France","Ile-de-France","Paris"
